,label
2998,3
2999,3
3000,3
3001,3
3002,3
3003,3
3004,3
3005,3
3006,3
3007,3
3008,3
3009,3
3010,3
3011,3
3012,3
3013,3
3014,3
3015,3
3016,3
3017,3
3018,3
3019,3
3020,3
3021,3
3022,3
3023,3
3024,3
3025,3
3026,3
3027,3
3028,3
3029,3
3030,3
3031,3
3032,4
3033,4
3034,4
3035,4
3036,4
3037,4
3038,4
3039,4
3040,4
3041,4
3042,4
3043,4
3044,4
3045,4
3046,4
3047,4
3048,4
3049,4
3050,4
3051,4
3052,4
3053,4
3054,4
3055,4
3056,4
3057,4
3058,4
3059,4
3060,4
3061,4
3062,4
3063,4
3064,4
3065,4
3066,4
3067,5
3068,5
3069,5
3070,5
3071,5
3072,5
3073,5
3074,5
3075,5
3076,5
3077,5
3078,5
3079,5
3080,5
3081,5
3082,5
3083,5
3084,5
3085,5
3086,5
3087,5
3088,5
3089,5
3090,5
3091,5
3092,5
3093,5
3094,5
3095,5
3096,5
3097,5
3098,5
3099,5
3100,5
3101,5
3102,6
3103,6
3104,6
3105,6
3106,6
3107,6
3108,6
3109,6
3110,6
3111,6
3112,6
3113,6
3114,6
3115,6
3116,6
3117,6
3118,6
3119,6
3120,6
3121,6
3122,6
3123,6
3124,6
3125,6
3126,6
3127,6
3128,6
3129,6
3130,6
3131,6
3132,6
3133,6
3134,6
3135,6
3136,6
3137,1
3138,1
3139,1
3140,1
3141,1
3142,1
3143,1
3144,1
3145,1
3146,1
3147,1
3148,1
3149,1
3150,1
3151,1
3152,1
3153,1
3154,1
3155,1
3156,1
3157,1
3158,1
3159,1
3160,1
3161,1
3162,1
3163,1
3164,1
3165,1
3166,4
3167,4
3168,4
3169,4
3170,4
3171,4
3172,4
3173,4
3174,4
3175,4
3176,4
3177,4
3178,4
3179,4
3180,4
3181,4
3182,4
3183,4
3184,4
3185,4
3186,4
3187,4
3188,4
3189,4
3190,4
3191,4
3192,4
3193,4
3194,4
3195,6
3196,6
3197,6
3198,6
3199,6
3200,6
3201,6
3202,6
3203,6
3204,6
3205,6
3206,6
3207,6
3208,6
3209,6
3210,6
3211,6
3212,6
3213,6
3214,6
3215,6
3216,6
3217,6
3218,6
3219,6
3220,6
3221,6
3222,6
3223,6
3224,1
3225,1
3226,1
3227,1
3228,1
3229,1
3230,1
3231,1
3232,1
3233,1
3234,1
3235,1
3236,1
3237,1
3238,1
3239,1
3240,1
3241,1
3242,1
3243,1
3244,1
3245,1
3246,1
3247,1
3248,1
3249,1
3250,1
3251,1
3252,1
3253,1
3254,1
3255,1
3256,1
3257,1
3258,1
3259,1
3260,3
3261,3
3262,3
3263,3
3264,3
3265,3
3266,3
3267,3
3268,3
3269,3
3270,3
3271,3
3272,3
3273,3
3274,3
3275,3
3276,3
3277,3
3278,3
3279,3
3280,3
3281,3
3282,3
3283,3
3284,3
3285,3
3286,3
3287,3
3288,3
3289,3
3290,3
3291,3
3292,3
3293,3
3294,3
3295,4
3296,4
3297,4
3298,4
3299,4
3300,4
3301,4
3302,4
3303,4
3304,4
3305,4
3306,4
3307,4
3308,4
3309,4
3310,4
3311,4
3312,4
3313,4
3314,4
3315,4
3316,4
3317,4
3318,4
3319,4
3320,4
3321,4
3322,4
3323,4
3324,4
3325,4
3326,4
3327,4
3328,4
3329,4
3330,5
3331,5
3332,5
3333,5
3334,5
3335,5
3336,5
3337,5
3338,5
3339,5
3340,5
3341,5
3342,5
3343,5
3344,5
3345,5
3346,5
3347,5
3348,5
3349,5
3350,5
3351,5
3352,5
3353,5
3354,5
3355,5
3356,5
3357,5
3358,5
3359,5
3360,5
3361,5
3362,5
3363,5
3364,5
3365,1
3366,1
3367,1
3368,1
3369,1
3370,1
3371,1
3372,1
3373,1
3374,1
3375,1
3376,1
3377,1
3378,1
3379,1
3380,1
3381,1
3382,1
3383,1
3384,1
3385,1
3386,1
3387,1
3388,1
3389,1
3390,1
3391,1
3392,1
3393,2
3394,2
3395,2
3396,2
3397,2
3398,2
3399,2
3400,2
3401,2
3402,2
3403,2
3404,2
3405,2
3406,2
3407,2
3408,2
3409,2
3410,2
3411,2
3412,2
3413,2
3414,2
3415,2
3416,2
3417,2
3418,2
3419,2
3420,3
3421,3
3422,3
3423,3
3424,3
3425,3
3426,3
3427,3
3428,3
3429,3
3430,3
3431,3
3432,3
3433,3
3434,3
3435,3
3436,3
3437,3
3438,3
3439,3
3440,3
3441,3
3442,3
3443,3
3444,3
3445,3
3446,3
3447,3
3448,4
3449,4
3450,4
3451,4
3452,4
3453,4
3454,4
3455,4
3456,4
3457,4
3458,4
3459,4
3460,4
3461,4
3462,4
3463,4
3464,4
3465,4
3466,4
3467,4
3468,4
3469,4
3470,4
3471,4
3472,4
3473,4
3474,4
3475,4
3476,5
3477,5
3478,5
3479,5
3480,5
3481,5
3482,5
3483,5
3484,5
3485,5
3486,5
3487,5
3488,5
3489,5
3490,5
3491,5
3492,5
3493,5
3494,5
3495,5
3496,5
3497,5
3498,5
3499,5
3500,5
3501,5
3502,5
3503,5
3504,6
3505,6
3506,6
3507,6
3508,6
3509,6
3510,6
3511,6
3512,6
3513,6
3514,6
3515,6
3516,6
3517,6
3518,6
3519,6
3520,6
3521,6
3522,6
3523,6
3524,6
3525,6
3526,6
3527,6
3528,6
3529,6
3530,6
3531,1
3532,1
3533,1
3534,1
3535,1
3536,1
3537,1
3538,1
3539,1
3540,1
3541,1
3542,1
3543,1
3544,1
3545,1
3546,1
3547,1
3548,1
3549,1
3550,1
3551,1
3552,1
3553,1
3554,1
3555,1
3556,1
3557,1
3558,1
3559,1
3560,1
3561,1
3562,1
3563,1
3564,1
3565,1
3566,1
3567,2
3568,2
3569,2
3570,2
3571,2
3572,2
3573,2
3574,2
3575,2
3576,2
3577,2
3578,2
3579,2
3580,3
3581,3
3582,3
3583,3
3584,3
3585,3
3586,3
3587,3
3588,3
3589,3
3590,3
3591,3
3592,3
3593,3
3594,3
3595,3
3596,3
3597,3
3598,3
3599,3
3600,3
3601,3
3602,3
3603,3
3604,3
3605,3
3606,3
3607,3
3608,3
3609,3
3610,3
3611,3
3612,3
3613,3
3614,3
3615,4
3616,4
3617,4
3618,4
3619,4
3620,4
3621,4
3622,4
3623,4
3624,4
3625,4
3626,4
3627,4
3628,4
3629,4
3630,4
3631,4
3632,4
3633,4
3634,4
3635,4
3636,4
3637,4
3638,4
3639,4
3640,4
3641,4
3642,4
3643,4
3644,4
3645,4
3646,4
3647,4
3648,4
3649,4
3650,4
3651,5
3652,5
3653,5
3654,5
3655,5
3656,5
3657,5
3658,5
3659,5
3660,5
3661,5
3662,5
3663,5
3664,5
3665,5
3666,5
3667,5
3668,5
3669,5
3670,5
3671,5
3672,5
3673,5
3674,5
3675,5
3676,5
3677,5
3678,5
3679,5
3680,5
3681,5
3682,5
3683,5
3684,5
3685,5
3686,6
3687,6
3688,6
3689,6
3690,6
3691,6
3692,6
3693,6
3694,6
3695,6
3696,6
3697,6
3698,6
3699,6
3700,6
3701,6
3702,6
3703,6
3704,6
3705,6
3706,6
3707,1
3708,1
3709,1
3710,1
3711,1
3712,1
3713,1
3714,1
3715,1
3716,1
3717,1
3718,1
3719,1
3720,1
3721,1
3722,1
3723,1
3724,1
3725,1
3726,1
3727,1
3728,1
3729,1
3730,1
3731,1
3732,1
3733,1
3734,1
3735,1
3736,1
3737,1
3738,1
3739,1
3740,1
3741,1
3742,2
3743,2
3744,2
3745,2
3746,2
3747,2
3748,2
3749,2
3750,2
3751,2
3752,2
3753,2
3754,2
3755,2
3756,2
3757,2
3758,2
3759,3
3760,3
3761,3
3762,3
3763,3
3764,3
3765,3
3766,3
3767,3
3768,3
3769,3
3770,3
3771,3
3772,3
3773,3
3774,3
3775,3
3776,3
3777,3
3778,3
3779,3
3780,3
3781,3
3782,3
3783,3
3784,3
3785,3
3786,3
3787,3
3788,3
3789,3
3790,3
3791,3
3792,3
3793,3
3794,4
3795,4
3796,4
3797,4
3798,4
3799,4
3800,4
3801,4
3802,4
3803,4
3804,4
3805,4
3806,4
3807,4
3808,4
3809,4
3810,4
3811,4
3812,4
3813,4
3814,4
3815,4
3816,4
3817,4
3818,4
3819,4
3820,4
3821,4
3822,4
3823,4
3824,4
3825,4
3826,4
3827,4
3828,4
3829,5
3830,5
3831,5
3832,5
3833,5
3834,5
3835,5
3836,5
3837,5
3838,5
3839,5
3840,5
3841,5
3842,5
3843,5
3844,5
3845,5
3846,5
3847,5
3848,5
3849,5
3850,5
3851,5
3852,5
3853,5
3854,5
3855,5
3856,5
3857,5
3858,5
3859,5
3860,5
3861,5
3862,5
3863,5
3864,6
3865,6
3866,6
3867,6
3868,6
3869,6
3870,6
3871,6
3872,6
3873,6
3874,6
3875,6
3876,6
3877,6
3878,6
3879,6
3880,6
3881,6
3882,6
3883,6
3884,6
3885,6
3886,6
3887,6
3888,6
3889,6
3890,6
3891,6
3892,6
3893,6
3894,6
3895,6
3896,1
3897,1
3898,1
3899,1
3900,1
3901,1
3902,1
3903,1
3904,1
3905,1
3906,1
3907,1
3908,1
3909,1
3910,1
3911,1
3912,1
3913,1
3914,1
3915,1
3916,1
3917,1
3918,1
3919,1
3920,1
3921,1
3922,1
3923,1
3924,1
3925,1
3926,1
3927,1
3928,1
3929,2
3930,2
3931,2
3932,2
3933,2
3934,2
3935,2
3936,2
3937,2
3938,2
3939,2
3940,2
3941,2
3942,2
3943,2
3944,2
3945,2
3946,2
3947,2
3948,2
3949,2
3950,2
3951,2
3952,2
3953,2
3954,2
3955,2
3956,2
3957,2
3958,2
3959,2
3960,2
3961,2
3962,2
3963,2
3964,2
3965,2
3966,3
3967,3
3968,3
3969,3
3970,3
3971,3
3972,3
3973,3
3974,3
3975,3
3976,3
3977,3
3978,3
3979,3
3980,3
3981,3
3982,3
3983,3
3984,3
3985,3
3986,3
3987,3
3988,3
3989,3
3990,3
3991,3
3992,3
3993,3
3994,3
3995,3
3996,3
3997,3
3998,3
3999,3
4000,3
4001,3
4002,3
4003,4
4004,4
4005,4
4006,4
4007,4
4008,4
4009,4
4010,4
4011,4
4012,4
4013,4
4014,4
4015,4
4016,4
4017,4
4018,4
4019,4
4020,4
4021,4
4022,4
4023,4
4024,4
4025,4
4026,4
4027,4
4028,4
4029,4
4030,4
4031,4
4032,4
4033,4
4034,4
4035,4
4036,4
4037,4
4038,4
4039,4
4040,5
4041,5
4042,5
4043,5
4044,5
4045,5
4046,5
4047,5
4048,5
4049,5
4050,5
4051,5
4052,5
4053,5
4054,5
4055,5
4056,5
4057,5
4058,5
4059,5
4060,5
4061,5
4062,5
4063,5
4064,5
4065,5
4066,5
4067,5
4068,5
4069,5
4070,5
4071,5
4072,5
4073,5
4074,5
4075,5
4076,6
4077,6
4078,6
4079,6
4080,6
4081,6
4082,6
4083,6
4084,6
4085,6
4086,6
4087,6
4088,6
4089,6
4090,6
4091,6
4092,6
4093,6
4094,6
4095,6
4096,6
4097,6
4098,6
4099,6
4100,6
4101,6
4102,6
4103,6
4104,6
4105,6
4106,6
4107,6
4108,6
4109,6
4110,6
4111,6
4112,1
4113,1
4114,1
4115,1
4116,1
4117,1
4118,1
4119,1
4120,1
4121,1
4122,1
4123,1
4124,1
4125,1
4126,1
4127,1
4128,1
4129,1
4130,1
4131,1
4132,1
4133,1
4134,1
4135,1
4136,1
4137,1
4138,1
4139,1
4140,2
4141,2
4142,2
4143,2
4144,2
4145,2
4146,2
4147,2
4148,2
4149,2
4150,2
4151,2
4152,2
4153,2
4154,2
4155,2
4156,2
4157,2
4158,2
4159,2
4160,2
4161,2
4162,2
4163,2
4164,2
4165,2
4166,2
4167,2
4168,4
4169,4
4170,4
4171,4
4172,4
4173,4
4174,4
4175,4
4176,4
4177,4
4178,4
4179,4
4180,4
4181,4
4182,4
4183,4
4184,4
4185,4
4186,4
4187,4
4188,4
4189,4
4190,4
4191,4
4192,4
4193,4
4194,4
4195,4
4196,5
4197,5
4198,5
4199,5
4200,5
4201,5
4202,5
4203,5
4204,5
4205,5
4206,5
4207,5
4208,5
4209,5
4210,5
4211,5
4212,5
4213,5
4214,5
4215,5
4216,5
4217,5
4218,5
4219,5
4220,5
4221,5
4222,5
4223,5
4224,6
4225,6
4226,6
4227,6
4228,6
4229,6
4230,6
4231,6
4232,6
4233,6
4234,6
4235,6
4236,6
4237,6
4238,6
4239,6
4240,6
4241,6
4242,6
4243,6
4244,6
4245,6
4246,6
4247,6
4248,6
4249,6
4250,6
4251,6
