samples,score,label,age,PC0,PC1,PC2
HG01858,14.5,1,0.6888862141382437,0.22322208276640176,0.7738554089389887,0.6681841436885838
HG01859,10.5,1,0.8881013443567088,0.9508239711269518,0.8855584067141732,0.26198374597400587
HG01860,9.0,0,0.6171876360513421,0.5448424995752231,0.7600170198544973,0.053165727829234344
HG01861,9.0,0,0.12749500783618894,0.47529328724678854,0.05581947550075628,0.5793932456636388
HG01862,9.0,0,0.3704730856941014,0.24633228608253455,0.18311948830925884,0.5560514286766283
HG01863,5.5,0,0.5627318900687462,0.34434429817007517,0.453001972613877,0.06849815362959577
HG01864,7.0,0,0.6948473488702693,0.361508499757776,0.8740239081468589,0.6864310712856495
HG01865,12.0,1,0.7517614039649931,0.5138616900623127,0.4253093561736261,0.04418381629450985
HG01866,7.5,0,0.29619405176476177,0.29218305292219426,0.7919282232469385,0.2925576610265659
HG01867,14.5,1,0.2505425635465729,0.8448875278453789,0.5495781228570668,0.8655587647409908
HG01868,9.5,0,0.955325658438692,0.8751056227392982,0.741745973958196,0.7106059461393706
HG01869,3.5,0,0.9019614885292231,0.887845309716872,0.7551767978398289,0.8016591551043553
HG01870,5.0,0,0.02185922413347141,0.7318948141852244,0.8228631613844192,0.10798830905301249
HG01871,9.5,0,0.594637811538398,0.5371601612969045,0.7899594957153645,0.8550266079854825
HG01872,6.0,0,0.5415754078748221,0.5238233770188433,0.26103945347342006,0.868435052101367
HG01873,15.0,1,0.14764969876264644,0.6918813315599863,0.8269637351001118,0.6237983044573054
HG01874,9.5,0,0.6713862360681832,0.2851061857687205,0.8380040427896789,0.6299765609843054
HG01878,7.5,0,0.864812630577834,0.13521584567057543,0.9672447056215271,0.7051784213100042
HG01879,7.5,0,0.12133766885306363,0.538057550228461,0.6003756746880893,0.4363692683940621
HG01880,12.0,1,0.38512841163964395,0.4329816416090033,0.633896464035065,0.3989647634456571
HG01882,14.5,1,0.32216140971900076,0.5355897414887401,0.7538198825553468,0.1496641799417272
HG01883,9.0,0,0.4435890887951225,0.20967947767954398,0.1731829684849785,0.17930918746504598
HG01885,13.0,1,0.6909306241401715,0.9927768622155567,0.7776192864231738,0.7262030181356677
HG01886,4.5,0,0.749480117437161,0.9512542023479972,0.4509515149076453,0.9577664460859068
HG01889,6.0,0,0.54150085976821,0.7681054254472146,0.7296928943747603,0.9922660053152889
HG01890,17.5,1,0.9726348012923206,0.4491859451716488,0.9871126202263957,0.3166145555721961
HG01892,6.0,0,0.7720509896524536,0.5108909832468924,0.12244228531290957,0.5789831547310917
HG01893,7.0,0,0.6271089571466804,0.03505459726475968,0.5912542916401026,0.015058332154989418
HG01894,9.0,0,0.44525997738835654,0.9161685839688041,0.21126046405284493,0.03337774124201309
HG01896,9.0,0,0.8203995891994966,0.8688549902428837,0.8943996717194209,0.6605608056341483
HG01912,12.0,1,0.4251371608926845,0.12876725515792498,0.8157822516887482,0.13153220148193978
HG01914,6.0,0,0.6120296501935533,0.11785366655532337,0.8334869416701707,0.4957085186488952
HG01915,18.0,1,7.519488855090017e-05,0.8321866156095842,0.10150323329739752,0.12543012103721585
HG01917,8.5,0,0.29393781676002617,0.5378742270835212,0.3033114378778837,0.33206194480138096
HG01918,4.5,0,0.6708764578878225,0.5284314519368606,0.4798962004950005,0.999615331933495
HG01920,7.5,0,0.8690692280331435,0.06104158319477038,0.3331571986002575,0.27784581100345673
HG01921,4.5,0,0.8170710248947474,0.9737382834648793,0.9821721456404126,0.6274404083596186
HG01923,5.5,0,0.7206554972869849,0.7869773481041933,0.9807662552448545,0.16296495400347244
HG01924,12.5,1,0.5164808227203466,0.5572258905522871,0.5802261441091966,0.601579405056484
HG01926,4.0,0,0.12161816322854146,0.45252673967308343,0.8451717899254947,0.834629780344051
HG01927,4.0,0,0.020617278512033654,0.7729668028162467,0.5219755311490295,0.19789510969167323
HG01932,6.5,0,0.5248616253450996,0.2640798274451983,0.6342422865775851,0.40692271486580367
HG01933,6.0,0,0.09920117687420349,0.6271552918592678,0.5293863565208349,0.7718636436419019
HG01935,8.5,0,0.226436417955432,0.4556055737936521,0.33239757186280605,0.16634917843210806
HG01936,7.5,0,0.26390598546769684,0.488290146348364,0.5188505404506151,0.9379675675862671
HG01938,5.5,0,0.3196636920813044,0.008129393254541983,0.806755826454451,0.12115166800372479
HG01939,7.5,0,0.6884333776563506,0.5480449043423377,0.7516588030942937,0.1640056144836175
HG01941,4.0,0,0.5426448514883963,0.8762444870704547,0.7102694311823475,0.3985166869842661
HG01942,6.0,0,0.7625099317989168,0.519252070408016,0.72273416694756,0.7798647317766679
HG01944,8.5,0,0.05514574846134623,0.4846891053727671,0.7884385848862414,0.13351017098461293
HG01945,8.5,0,0.862252074281026,0.5175021332165408,0.7045995936061855,0.7723869892071576
HG01947,6.5,0,0.9061842280848169,0.4950741873322997,0.9609125581094241,0.28019176060568873
HG01948,11.5,1,0.3741252284911514,0.46960628217423306,0.32225997231417136,0.33585487050053675
HG01950,9.0,0,0.6952629758367049,0.8643960157059101,0.16120901954950762,0.7173038805476706
HG01951,3.5,0,0.6312109702635216,0.2719272891255865,0.5487594825032606,0.041498685167762894
HG01953,8.0,0,0.688645200183807,0.05533395829228194,0.8149124189772609,0.615377920901557
HG01954,6.5,0,0.8291060204779906,0.5994167591654219,0.7345554438159961,0.666032730985219
HG01956,9.5,0,0.05833664387068416,0.8976977261290306,0.6586807773761367,0.3258391496108253
HG01958,7.5,0,0.23789852750209384,0.4044072164741789,0.1827608778122165,0.04015693593704672
HG01961,4.0,0,0.9590687923780489,0.9141786523431132,0.7249446034030521,0.67794840241577
HG01965,6.0,0,0.6268193008169549,0.12664987658821558,0.49897663074381193,0.1431694802737894
HG01967,5.5,0,0.5802366495292158,0.5699157855306657,0.30176599143895466,0.47436649698056166
HG01968,6.0,0,0.9852284777232355,0.8622111132046834,0.13030408014722872,0.3917199177264943
HG01970,5.5,0,0.09929312496451193,0.221674206353335,0.9276353754243808,0.28484408777933956
HG01971,5.5,0,0.20786308320080538,0.6715082090061234,0.17971558125821363,0.5841346387810461
HG01973,4.5,0,0.8344865592965391,0.18545707887963792,0.6196960981620528,0.7555840776529401
HG01974,11.5,1,0.5772904416850145,0.8460114623640306,0.44567313858451296,0.016788966257151317
HG01976,11.0,1,0.1427796255136814,0.6473287798636594,0.6276516056750429,0.7989510012466936
HG01977,5.5,0,0.22197931081756817,0.06449462682601537,0.8285558125586218,0.8559334832103626
HG01979,10.5,1,0.766039852560273,0.9553736999876994,0.8703980775128315,0.8055492955737256
HG01980,5.5,0,0.7682471402476143,0.46816075542218893,0.2929510783702196,0.7205017573420267
HG01982,3.5,0,0.8585593978195133,0.29875203042217635,0.18347176143805877,0.5853975873933385
HG01985,6.0,0,0.8102687037849707,0.7433157843364925,0.10120210544942487,0.2602066561952454
HG01986,5.5,0,0.6470326566075357,0.22870554437057977,0.21366319252729205,0.05480098230081909
HG01988,11.5,1,0.09646280612741864,0.7077121035881809,0.24212693616975867,0.33335312761794056
HG01989,5.0,0,0.40534296453685714,0.9413945509900826,0.14955530478014245,0.014400024303404924
HG01990,7.0,0,0.025821503990594352,0.39326948385299565,0.2059386511783049,0.24504866019481375
HG01991,10.5,1,0.3718567602641413,0.3110223676019662,0.08667072746763294,0.8567843932246672
HG01992,5.5,0,0.6534164284855419,0.5051968571449224,0.6534469174306867,0.6454618191909741
HG01997,6.0,0,0.06551009816343567,0.7186241308593793,0.745843371890345,0.14757184987671668
HG02002,5.0,0,0.5937591516825513,0.3937586580699989,0.24266359939205362,0.19998678022541505
HG02003,17.0,1,0.8960348099481786,0.663451474368469,0.18331237414611057,0.9933267243918397
HG02006,6.0,0,0.9532554180798012,0.35441209129985785,0.7356367216725833,0.9442743096058933
HG02008,5.5,0,0.38858826840346805,0.03752099502317563,0.7945820557798012,0.2730490916255155
HG02009,10.5,1,0.06943840095640419,0.3181843223462859,0.47266338042732714,0.17944728586873748
HG02010,9.0,0,0.19851004127978877,0.40409853657446293,0.11308617352837091,0.2629910353947389
HG02012,4.0,0,0.337237698044468,0.7230469159356555,0.4315029845256846,0.8009216467900245
HG02013,6.0,0,0.6500117794388868,0.05081024385525479,0.336957097517539,0.6804219990366196
HG02014,8.0,0,0.7777817125143559,0.4623003034023634,0.07379417816093081,0.5869789118666013
HG02016,12.0,1,0.7212226111586575,0.8234668867000317,0.16653637287782985,0.6953483537220628
HG02017,6.5,0,0.31965207152908204,0.21903411086479685,0.940221163736819,0.5289975122033949
HG02019,9.5,0,0.23726531951464025,0.4049367188380788,0.46636730969938733,0.1046765152464576
HG02020,10.0,0,0.6292913902256849,0.7829954829800099,0.7437286525240828,0.023828236488338317
HG02023,7.5,0,0.1817749400465627,0.9634267253869975,0.8882878349663199,0.39714510965437244
HG02025,10.5,1,0.9440819917115286,0.7260639183445844,0.2143889719192077,0.04678001921057817
HG02026,11.5,1,0.33720417109421086,0.7194389635949782,0.7253355528561691,0.8983526228119398
HG02028,13.5,1,0.788689593871718,0.06935109014905938,0.07216398551931114,0.2281254179290354
HG02029,8.5,0,0.5599483578978599,0.9743557370822363,0.14925543331524638,0.12029603346855489
HG02031,6.0,0,0.8411752305757213,0.19296752173514264,0.7425587080628528,0.09999896352448412
HG02032,9.0,0,0.715782823253483,0.7959943962695638,0.27639774092848,0.7692510537225615
HG02035,7.5,0,0.7989936024234707,0.43577711508625183,0.6924281403495822,0.9507264294254562
HG02040,6.0,0,0.43058668517668397,0.25899754777540984,0.18470001273036507,0.45698698954390593
HG02047,7.5,0,0.9011352076351344,0.808167584920882,0.8667859572389879,0.9126924949085041
HG02048,12.0,1,0.6819205554583146,0.1940851338226539,0.08346907021036665,0.7128685846157455
HG02049,9.0,0,0.1424271134320002,0.4016519138102844,0.04177312026608759,0.286278027977266
HG02050,8.0,0,0.9659886735537822,0.3324676661901187,0.6835857237235201,0.5785318144754928
HG02051,13.0,1,0.8795447408237407,0.8587549165192071,0.20648338769219066,0.05357495730098771
HG02052,8.5,0,0.7018078378765971,0.48857466104912073,0.6771083090901688,0.6330178299874533
HG02053,14.5,1,0.4334360405039738,0.7644470732670553,0.7495339043046558,0.7540413526818508
HG02054,10.5,1,0.3586585806073336,0.6550292761355259,0.09389606539162221,0.9437235171849518
HG02057,5.5,0,0.5880945214935213,0.8769002504750563,0.5726620164118839,0.15463681721697498
HG02058,10.0,0,0.9008027858300521,0.3167886695911183,0.7716503800438411,0.0017928880412073633
HG02060,8.5,0,0.5808148509943449,0.8721473770303678,0.682307530158734,0.2455773805479421
HG02061,6.0,0,0.3742307167807749,0.05439259022738785,0.6486198941967617,0.389831428841415
HG02064,8.5,0,0.8651996546998333,0.1034147151803666,0.24615663831600354,0.43663920944506274
HG02067,12.0,1,0.57434126886584,0.4218264170101671,0.45228806185577086,0.9341345231780273
HG02069,6.0,0,0.49460856441148193,0.34088202466076667,0.6570525129267264,0.930015937300457
HG02070,7.5,0,0.6245726299013006,0.8086249401432225,0.8978301675057124,0.17677121571407206
HG02072,10.0,0,0.5093839789335793,0.038534748018504206,0.18998666693724597,0.39711889263821987
HG02073,6.0,0,0.15150895240490403,0.6733284455987266,0.4317740514862687,0.8954303369192422
HG02075,9.5,0,0.6281489220286229,0.8801959537270087,0.31708533875781286,0.5493752886700001
HG02076,5.5,0,0.8910965365345319,0.19003569893278993,0.673945074659621,0.3991628371107817
HG02078,13.0,1,0.05856114757514641,0.799906782133332,0.8859975275817138,0.2267668027562567
HG02079,18.0,1,0.4378269156504304,0.04113687776587838,0.42445626543438353,0.3910432853749731
HG02081,10.5,1,0.941249695172456,0.12584801814295976,0.26038778713765753,0.6358958013437238
HG02082,12.5,1,0.6943786995588056,0.05740594653116704,0.5382198470471388,0.17930336483852005
HG02084,15.0,1,0.7936587051357562,0.7201122821425703,0.6726719943037838,0.1742778375346361
HG02085,7.5,0,0.44612454001192314,0.784805958206109,0.6510991925222548,0.8413803821275799
HG02086,15.0,1,0.6315701264159982,0.6435664273439359,0.047999125798800946,0.2476238698870158
HG02087,6.0,0,0.4199548647003495,0.7602710726836484,0.2054400948609807,0.8796635627796316
HG02088,15.0,1,0.625720652138935,0.5440178013959486,0.8907489670902474,0.7155483086028334
HG02089,6.0,0,0.8470695190208865,0.9919608915853608,0.645605835669408,0.5961562649685349
HG02090,11.0,1,0.9836648011161376,0.10862167953967572,0.48481601473499303,0.7246119250192791
HG02095,10.5,1,0.3978920526626506,0.23719268731289,0.65001362391927,0.7225300617159306
HG02102,3.5,0,0.6416876116499403,0.85622655488472,0.16666786684237467,0.5631662382076507
HG02104,7.0,0,0.6785723703978558,0.4640926314176185,0.9599210927399638,0.027715954787520425
HG02105,5.5,0,0.48424339147945705,0.5029965261802206,0.3735719487768401,0.26842612955934253
HG02107,9.0,0,0.30680066808176454,0.12684442229135184,0.5412917502843995,0.39712711741433226
HG02108,8.5,0,0.8430315001523286,0.9257442975158935,0.45828772375478644,0.7719011135340205
HG02111,10.5,1,0.036172337357782136,0.8418108637220534,0.7476513479283197,0.10519578761675774
HG02113,3.5,0,0.48259138239131305,0.9165804795065441,0.22478347370066087,0.5383610117527972
HG02116,10.5,1,0.39413978434173147,0.407862543220754,0.15885475200778165,0.5684453701712463
HG02121,12.0,1,0.3229429860358546,0.4288644750799442,0.5036405279427635,0.4848674565739888
HG02122,8.0,0,0.9700885417666251,0.35414238698864,0.4391114532143592,0.7704825527969458
HG02127,12.0,1,0.5231481165946285,0.4543951974829541,0.7721255719133897,0.47483242943123505
HG02128,18.0,1,0.10429545750477176,0.7178628075248521,0.31260638774651517,0.9498504251189509
HG02130,13.5,1,0.4933179985675906,0.36936111948038175,0.061851184360514844,0.9374721410251082
HG02131,9.0,0,0.7260691467117476,0.24646799397774133,0.9373358844921503,0.21680857409936616
HG02133,15.0,1,0.9185924706801276,0.5061348566818523,0.5420596037712819,0.5872392718098384
HG02134,6.5,0,0.2164941151702754,0.579885647293206,0.8645621755632322,0.210741493187367
HG02136,9.0,0,0.8386128185069512,0.381860680672344,0.15845125779992608,0.1950776344594154
HG02137,7.5,0,0.8445199571339703,0.6414331597508284,0.5768980526188608,0.3908520934490227
HG02138,9.0,0,0.7490923851139608,0.17068695012808976,0.06506144179502138,0.27806033929082363
HG02139,5.0,0,0.8176629729730291,0.4731395847188392,0.8066074619337937,0.6761797338909015
HG02140,7.5,0,0.08486719089030581,0.02800396113442083,0.8174359243256584,0.8507491853024064
HG02141,7.5,0,0.8779624730098214,0.4704796299501084,0.8935532177972166,0.9518809133512773
HG02142,6.0,0,0.3602844482013492,0.6015767604256107,0.5735023937594138,0.2274295489432453
HG02143,10.5,1,0.2859557927561297,0.361971881933971,0.06594721044063456,0.012323303794013696
HG02144,8.5,0,0.2131513512230807,0.2630004744548595,0.7265614160761182,0.1561482625834013
HG02146,6.0,0,0.19761269137549198,0.6179286758737336,0.9244638707413515,0.47013315021041013
HG02147,8.0,0,0.44229874675388625,0.40564707122512045,0.8388903666750775,0.21313149275388432
HG02150,7.5,0,0.9575460009116653,0.19149423596947923,0.2684242218332419,0.39592472457640704
HG02151,12.5,1,0.15598275545739415,0.7384795463460999,0.1170082861159456,0.94708151867969
HG02152,14.5,1,0.3887508935315913,0.25966353796142505,0.5113448144830618,0.05299957680476908
HG02153,9.5,0,0.7406711932953982,0.12487563525015699,0.5172466669004453,0.06406461052590462
HG02154,8.0,0,0.9153203607707031,0.18095921505549473,0.08271274661696526,0.6990404671643137
HG02155,9.0,0,0.8271620830757043,0.4381253771690281,0.240504142027831,0.2991143290020897
HG02156,6.0,0,0.7393662818138563,0.3038058651727754,0.24887647011711767,0.7341462555703224
HG02164,15.0,1,0.6060180810160939,0.7592982366103781,0.2847115401332879,0.23215532045636866
HG02165,6.0,0,0.09645205674432944,0.86067383662734,0.08517464610996328,0.46138163020600254
HG02166,8.0,0,0.13233479071846943,0.5787913654176878,0.5658085714922783,0.18545740353035178
HG02178,13.5,1,0.5013047616719613,0.37802615694276087,0.822584291141293,0.8359937316548132
HG02179,8.0,0,0.9676249384640653,0.6767271076277286,0.4886752524747815,0.4040390787157532
HG02180,12.0,1,0.342885525846259,0.9035568875118114,0.20068800876812354,0.2267201307131198
HG02181,9.0,0,0.863353734359165,0.4883185879834314,0.04796378032936632,0.585519302295757
HG02182,9.5,0,0.4525541202248776,0.24904806815839786,0.041527302830212776,0.6219076868411125
HG02184,6.0,0,0.6740051687516263,0.0372521505228286,0.5253299590444683,0.2013490328906795
HG02185,6.5,0,0.7747859354169719,0.4752792633781463,0.6073288332538426,0.8017689373888486
HG02186,7.5,0,0.72571298039878,0.42873413251977566,0.5058996675426881,0.4381427720132909
HG02187,14.5,1,0.04543968599346926,0.6552549453127546,0.6411074069381365,0.8947629084066661
HG02188,6.0,0,0.5365937863339202,0.23574419813466096,0.9105492791820308,0.4558167426470964
HG02190,10.5,1,0.545422657535568,0.42923816880493315,0.9155350111434194,0.6509044957787954
HG02215,12.0,1,0.04477240478055888,0.7309495173528427,0.274573013691467,0.6515705360328464
HG02219,15.0,1,0.828526993436427,0.09889049967919983,0.10208663817971231,0.9417613417365769
HG02220,7.5,0,0.16069854763655766,0.49874249129333226,0.3105151598992696,0.3388605194326305
HG02221,15.0,1,0.5058782370855279,0.3267488766415526,0.8420069419449464,0.6714650887814314
HG02223,6.0,0,0.36809927208943327,0.8629787545672127,0.4791022287075829,0.9131939454811202
HG02224,11.5,1,0.029300956693602,0.8797709915917385,0.8589545812726745,0.8276791473730761
HG02230,10.0,0,0.35553430871336833,0.49419243053925477,0.703531621997029,0.23711568042516784
HG02231,6.5,0,0.5689918841730156,0.4725717024770625,0.7832370210074551,0.4934975415492505
HG02232,6.0,0,0.09342640794179669,0.2839589767826025,0.49730004554787055,0.17120063186175316
HG02233,14.5,1,0.8668862840731143,0.18496444879509932,0.1539517737542644,0.15839460924535054
HG02235,8.0,0,0.128483755209038,0.9237420739776335,0.2778046844584341,0.05431060469813309
HG02236,8.0,0,0.8425269418295473,0.924698065148361,0.6297828327509283,0.19339122088379945
HG02238,11.5,1,0.5768561102758996,0.9480752513148292,0.6604795456033087,0.8536864662876815
HG02239,10.5,1,0.4679615701116929,0.1259928458072217,0.5286829977605989,0.2675553019345902
HG02250,15.0,1,0.7635521001684731,0.45340291964677715,0.5655681766745472,0.8202162821113236
HG02252,4.0,0,0.18900754313921708,0.13088357198814193,0.6209895780123492,0.8149774506972387
HG02253,6.5,0,0.8099906768641023,0.6550816321580046,0.5382972710197294,0.13871964298097728
HG02255,13.0,1,0.10171666807287938,0.5121122642787445,0.9692914479870921,0.6971718118559398
HG02256,13.0,1,0.5158233032288979,0.4714574539606018,0.8233889648001512,0.5404487753736043
HG02259,5.0,0,0.6055278512300166,0.09805226804034117,0.5654526642661799,0.19300641897011772
HG02260,5.5,0,0.43168536147212866,0.19996235642954774,0.9428250963967578,0.6612843309217729
HG02262,6.0,0,0.3387347766793959,0.166249115826976,0.6566354017494495,0.6342710081964921
HG02265,6.0,0,0.07045299990583587,0.7781597613187368,0.9010756913386612,0.3616627598589609
HG02266,3.5,0,0.5995664517822135,0.8165513079490753,0.30886111646863834,0.663119033387898
HG02271,5.5,0,0.7659335169377972,0.5484298384990283,0.37770006789509925,0.4608748326033041
HG02272,8.0,0,0.4403252285334591,0.2263882263408532,0.16171892991286974,0.36251864636380926
HG02274,9.0,0,0.9013065336483403,0.5803190628701523,0.6289033985561849,0.09942998143071802
HG02275,5.5,0,0.5971042077817238,0.516645093908615,0.49444652729022687,0.6676190518685524
HG02277,7.0,0,0.5246141489582095,0.33095478860429317,0.01333592010661866,0.8735394545744839
HG02278,5.5,0,0.5445085898727934,0.8625823891404482,0.9040984882825428,0.12402439542143384
HG02281,10.5,1,0.887170183948262,0.3686648340567631,0.8083700008354843,0.5515195071222675
HG02282,4.5,0,0.3563288522665321,0.6077274848273484,0.2036361291453882,0.8526012633414799
HG02283,9.0,0,0.8112791005587799,0.044776481478078,0.47374160543662447,0.8979236644442501
HG02284,6.0,0,0.5249174351908383,0.47397478309523056,0.7952622676187129,0.2818109800319034
HG02285,5.0,0,0.36466870779821636,0.18049088895972265,0.9430239467488603,0.3845928646938882
HG02286,4.0,0,0.20646109539278712,0.15747670653440005,0.6857943608312188,0.2689913912725319
HG02291,5.0,0,0.40110235878113765,0.009369901021152205,0.33031362156164834,0.3036783679425209
HG02292,8.0,0,0.295968999733224,0.9383995596360605,0.32828186801348014,0.3496591542393178
HG02298,3.5,0,0.3920342639951463,0.0746729673116634,0.529387440048934,0.3487951665786506
HG02299,8.0,0,0.949649544395226,0.29165584161204905,0.04233285380637197,0.22193143812933847
HG02301,3.5,0,0.009038265781762145,0.41900999983858833,0.09920339735354244,0.38328983621818646
HG02304,11.5,1,0.2223706363852116,0.9018985056973096,0.2025293389139009,0.6253490096372467
HG02307,9.0,0,0.44810929218891504,0.35057781106514485,0.3006522963129805,0.21397024460234826
HG02308,9.0,0,0.30225186561786044,0.8992144703957453,0.2405113767367828,0.016960108903618765
HG02309,6.0,0,0.1257526750066189,0.6120151803784101,0.9103778093713968,0.15531767074705827
HG02312,10.5,1,0.17176714586546382,0.29656468986207196,0.05614268500774333,0.514559480266421
HG02314,6.0,0,0.3943994036706021,0.22365474692495402,0.3197074904652557,0.2250864618888302
HG02315,9.5,0,0.05123601816421819,0.8915767648190631,0.6949421901261256,0.13255950276119732
HG02317,8.5,0,0.7285180409519034,0.7531409589721869,0.48020956611876275,0.32998396974140387
HG02318,5.0,0,0.9805962754199711,0.38480687517573375,0.5753311623896763,0.20377178236732885
HG02322,6.0,0,0.3006718768800033,0.9159863469160273,0.21537057357883593,0.8935365488163979
HG02323,6.0,0,0.6741709278870761,0.13532068192580315,0.3402719987711913,0.9560092293605396
HG02325,7.5,0,0.15406385189784044,0.037845164113675334,0.8289823238686336,0.8759999468548728
HG02330,12.0,1,0.831038639813208,0.45461009290436605,0.6901228145387508,0.47603075937819106
HG02332,4.0,0,0.3260231877499842,0.2799726956218219,0.735597675867473,0.5770673613751542
HG02334,7.5,0,0.2630751161834186,0.6248120650008279,0.07556990132793384,0.2112128882190657
HG02337,12.0,1,0.7244659230186794,0.2808579633156033,0.126937873864872,0.16033736063679782
HG02339,6.0,0,0.864390002727994,0.025631934145266877,0.8169445090586102,0.989704499542698
HG02343,10.5,1,0.3096111420644565,0.015439775194759697,0.8583452390010973,0.9770644316241003
HG02345,6.0,0,0.8075005613232038,0.18765652552453393,0.5211353948643711,0.38596746285840533
HG02348,4.0,0,0.964192974471441,0.1565173060585131,0.8980799796697896,0.7473796463123535
HG02351,4.5,0,0.8011785441567575,0.0463686319907316,0.7524116079641069,0.7337071499839964
HG02353,5.0,0,0.5241176469944065,0.6202844080280864,0.6650526306634194,0.08070666299276186
HG02355,6.0,0,0.6443857167632409,0.6266066769961659,0.3386992801299483,0.08223982557087384
HG02356,12.5,1,0.5913732080610179,0.795562805418831,0.8297480277893468,0.34689433357363186
HG02360,7.0,0,0.7837436390327435,0.5448671008575108,0.8680693365828752,0.7088508792190986
HG02364,21.5,1,0.6824674171208572,0.8299086628572603,0.7076017610040636,0.5425668740606137
HG02367,9.5,0,0.16776114385090934,0.6727197882800046,0.46499220044351997,0.008493507541256995
HG02371,4.5,0,0.1280978673702795,0.850260719158134,0.38367085246330845,0.5055159756792174
HG02373,7.5,0,0.3021297205005362,0.8729785211307761,0.202262442614783,0.9952931129148659
HG02374,4.0,0,0.9693571609036787,0.36879375212051546,0.9622333835877684,0.5767317572640106
HG02375,14.5,1,0.17510751896677423,0.36220352885467677,0.7174842669833661,0.4751480312478722
HG02379,12.0,1,0.4131245154819575,0.5031862051237871,0.30884843681634855,0.7361593243772101
HG02380,15.0,1,0.4541561767636566,0.5526739197742349,0.41867347613516326,0.6333079663278275
HG02382,9.0,0,0.10166482829766055,0.9223213459924542,0.6357437059084486,0.13597735429776014
HG02383,9.0,0,0.06320804521870715,0.6413465829644011,0.11368923459651836,0.8601040852500732
HG02384,12.0,1,0.34443216810990085,0.2888710101177292,0.4494858403555291,0.7132991024949187
HG02385,10.0,0,0.48748033344991293,0.9418883628466538,0.8766391271377384,0.5915521796388482
HG02386,6.0,0,0.3095277372280667,0.5167338259830493,0.841302388768351,0.13993788478346347
HG02389,9.0,0,0.26221524318729283,0.6602777056099018,0.5158268056532895,0.3713922844630847
HG02390,7.5,0,0.5199285645642308,0.778715313477829,0.8439039408083904,0.43371162172553224
HG02391,12.5,1,0.4381194256011378,0.6324871344609325,0.23934999188617578,0.4826637770195775
HG02392,8.0,0,0.6081507345386727,0.6178582027187446,0.06712918190677031,0.244455300274376
HG02394,10.5,1,0.27271118419036955,0.8254549829355413,0.5266832544526173,0.11604675229027461
HG02395,8.5,0,0.41262971766974543,0.3195824025293451,0.7399710828799352,0.520612687584258
HG02396,9.5,0,0.38644751480659134,0.47919958400808826,0.45251594853421206,0.8220540787665843
HG02397,9.0,0,0.42527732897109005,0.36594610355299473,0.819743589177731,0.22774337656831456
HG02398,11.5,1,0.8656355059331989,0.14208217995452166,0.5160402676855399,0.35245055064939035
HG02399,6.0,0,0.2607260361725775,0.8982637890480649,0.7619691556225822,0.3445539870874863
HG02401,7.5,0,0.8382448345001947,0.021817898706581684,0.01267770952198699,0.7523994638108816
HG02402,8.0,0,0.6204333826240623,0.09241492322808265,0.0897302797329751,0.840745911454362
HG02406,7.0,0,0.21416394344271217,0.5800563163009139,0.23285823729207378,0.8901369817172375
HG02407,10.5,1,0.04366950244574164,0.13047787126784516,0.880975595928519,0.5148493371435788
HG02408,8.0,0,0.9535081890007636,0.5293599267984898,0.552605691517839,0.41653554388056435
HG02409,10.0,0,0.3801029245711047,0.22357927194007343,0.40028994718763156,0.6278633887042945
HG02410,4.0,0,0.6686619416564153,0.5527030213263397,0.5750115850196619,0.8790164297972343
HG02419,9.5,0,0.8599115576859973,0.9556069493422912,0.8921928243176804,0.8377311354662856
HG02420,11.0,1,0.4829754087236031,0.7486730572571993,0.3488503984815853,0.8026324774263247
HG02425,5.0,0,0.29750317005514226,0.03177485285344572,0.8697008813521042,0.23179930235116752
HG02427,6.0,0,0.7447545851594278,0.33456607108327485,0.34962603401645553,0.0864453466918178
HG02429,10.5,1,0.5195196587295885,0.7299359679526236,0.06249103715765292,0.004835159062195449
HG02433,7.5,0,0.8396000578764028,0.7346986065614893,0.6649697842500617,0.7122747733001918
HG02439,5.5,0,0.5836829863649292,0.5601329783027142,0.794914322593506,0.39629082884474065
HG02442,4.5,0,0.14707723939959028,0.16613514926031492,0.5009723299418032,0.725239874534501
HG02445,8.0,0,0.8993864420862422,0.6376269236334396,0.0731677784320135,0.08537909680782485
HG02449,9.0,0,0.5592702773071394,0.9769997460857704,0.7213312253402318,0.8133841299716356
HG02450,8.5,0,0.7697974813989515,0.5488381375256712,0.9134931566771736,0.5541939411863711
HG02455,3.5,0,0.10992140180110888,0.06671441780135567,0.37230141953223206,0.18784040019067294
HG02461,13.5,1,0.19180713798158466,0.6384814044199916,0.8029417471151368,0.09119122866730633
HG02462,10.5,1,0.4600754181774982,0.9811273201748998,0.4024669281364228,0.8957400354092981
HG02464,13.5,1,0.3519652827450158,0.6896251498385582,0.6000827711302786,0.7822133420691249
HG02465,6.5,0,0.6627847247410726,0.2830321860925623,0.02562955223432839,0.8756078735333636
HG02470,12.5,1,0.5003560824634178,0.28316490530166305,0.6892833906347623,0.09434845558230986
HG02471,6.0,0,0.713811006495922,0.23972167811398293,0.9316701541929278,0.36649761624794663
HG02476,5.5,0,0.20717850865371212,0.9522440749519641,0.2674231265268069,0.4011044759585357
HG02477,10.5,1,0.422512199183937,0.7596991818803213,0.09249931083270324,0.7018602701059362
HG02479,15.0,1,0.7833880503377884,0.16544848884465768,0.0024095063730924515,0.36205457745342473
